project_id,building_type,city,state,built_up_area_sqft,num_floors,project_start_date,estimated_duration_months,total_civil_cost_inr,total_electrical_cost_inr,total_plumbing_cost_inr,total_project_cost_inr,cost_per_sqft_inr
PRJ0706,Industrial - Heavy Manufacturing,Pune,Maharashtra,363115.0,5,2021-07-08,4.0,2052111165.17,36928522.65,18633773.33,2107673461.15,5804.42
PRJ0707,Industrial - Heavy Manufacturing,Kolkata,West Bengal,336533.0,1,2023-11-20,21.0,1195426642.99,62631711.53,30159799.1,1288218153.62,3827.91
PRJ0708,Industrial - Light Manufacturing,Pune,Maharashtra,108882.0,5,2024-02-05,16.0,553909040.41,25162436.06,5500139.41,584571615.88,5368.85
PRJ0709,Commercial - Hotel,Coimbatore,Tamil Nadu,166599.0,7,2025-05-03,13.0,609401380.31,24956004.12,19887803.3,654245187.73,3927.07
PRJ0710,Commercial - Retail / Mall,Coimbatore,Tamil Nadu,157686.0,5,2021-08-17,15.0,413708063.24,30466174.49,9387884.34,453562122.07,2876.36
PRJ0711,Industrial - Warehouse,Kolkata,West Bengal,108118.0,13,2025-09-25,16.0,609142340.38,19908169.43,10902350.44,639952860.25,5919.02
PRJ0712,Residential - Independent House,Bengaluru,Karnataka,2948.0,2,2024-08-04,11.0,21079280.8,2254496.45,241812.83,23575590.08,7997.15
PRJ0713,Industrial - Heavy Manufacturing,Lucknow,Uttar Pradesh,177061.0,2,2024-05-30,10.0,1141864628.05,20384768.88,11166906.92,1173416303.85,6627.19
PRJ0714,Commercial - Hospital,Ahmedabad,Gujarat,118730.0,4,2025-06-16,19.0,714497069.66,24592467.94,7976280.46,747065818.06,6292.14
PRJ0715,Commercial - Hospital,Mumbai,Maharashtra,120777.0,8,2023-07-15,8.0,572013341.08,28731242.14,7066168.8,607810752.02,5032.5
PRJ0716,Industrial - Light Manufacturing,Bengaluru,Karnataka,41908.0,4,2024-04-09,17.0,335709670.04,5874085.0,5824460.81,347408215.85,8289.78
PRJ0717,Commercial - Hospital,Nashik,Maharashtra,257462.0,4,2025-09-06,11.0,1624145813.1,35791553.27,15657919.17,1675595285.54,6508.13
PRJ0718,Industrial - Warehouse,Hyderabad,Telangana,20913.0,4,2024-05-16,14.0,80975045.92,3908202.6,2901863.83,87785112.35,4197.63
PRJ0719,Industrial - Light Manufacturing,Delhi,Delhi,85054.0,5,2021-04-25,12.0,434677070.63,8619548.87,6743324.07,450039943.57,5291.23
PRJ0720,Commercial - Hospital,Kolkata,West Bengal,279354.0,5,2021-01-30,4.0,1139435531.86,40236793.84,29746651.9,1209418977.6,4329.34
PRJ0721,Commercial - Office Building,Mumbai,Maharashtra,174598.0,8,2022-01-20,9.0,1010414730.15,45200354.94,2785478.94,1058400564.03,6061.93
PRJ0722,Commercial - Hospital,Ahmedabad,Gujarat,181220.0,6,2024-01-03,16.0,838820895.53,15465763.62,18807821.67,873094480.82,4817.87
PRJ0723,Residential - Independent House,Lucknow,Uttar Pradesh,1774.0,5,2025-07-29,17.0,6244129.86,735668.29,218505.98,7198304.13,4057.67
PRJ0724,Commercial - Hotel,Kolkata,West Bengal,171579.0,2,2024-11-12,7.0,610503024.02,36249703.94,16647535.75,663400263.71,3866.44
PRJ0725,Commercial - Office Building,Kolkata,West Bengal,130978.0,6,2021-03-09,9.0,737468168.45,25781450.87,14168543.7,777418163.02,5935.49
PRJ0726,Commercial - Retail / Mall,Mumbai,Maharashtra,354736.0,6,2023-12-08,12.0,1777188258.44,70737446.84,21808054.12,1869733759.4,5270.78
PRJ0727,Industrial - Light Manufacturing,Coimbatore,Tamil Nadu,36767.0,1,2021-07-04,15.0,182852677.86,8115365.08,3727734.41,194695777.35,5295.39
PRJ0728,Residential - Independent House,Nagpur,Maharashtra,2248.0,4,2023-07-22,12.0,6973288.39,1253168.35,303938.43,8530395.17,3794.66
PRJ0729,Commercial - Hotel,Lucknow,Uttar Pradesh,194661.0,1,2021-04-19,12.0,825363795.48,30117128.17,2025371.13,857506294.78,4405.13
PRJ0730,Industrial - Warehouse,Coimbatore,Tamil Nadu,140764.0,4,2024-06-09,8.0,811624957.5,15693315.3,8004460.72,835322733.52,5934.21
PRJ0731,Residential - Apartment Complex,Bengaluru,Karnataka,42841.0,3,2021-03-22,11.0,317974232.92,8381260.81,6731095.86,333086589.59,7774.95
PRJ0732,Commercial - Retail / Mall,Mumbai,Maharashtra,187885.0,4,2021-05-25,3.0,1177760640.64,42916297.34,11510950.42,1232187888.4,6558.2
PRJ0733,Industrial - Warehouse,Lucknow,Uttar Pradesh,70846.0,1,2025-10-19,12.0,382180484.67,9527075.33,3540631.9,395248191.9,5578.98
PRJ0734,Commercial - Retail / Mall,Bengaluru,Karnataka,62796.0,3,2021-04-27,11.0,297119894.31,11062176.12,7291248.0,315473318.43,5023.78
PRJ0735,Residential - Independent House,Kolkata,West Bengal,2947.0,12,2023-07-27,14.0,19764713.39,1651504.21,277389.56,21693607.16,7361.25
PRJ0736,Industrial - Light Manufacturing,Delhi,Delhi,30741.0,3,2023-08-12,15.0,243255130.85,7089968.82,1773360.65,252118460.32,8201.37
PRJ0737,Commercial - Hospital,Chennai,Tamil Nadu,102634.0,8,2023-05-06,19.0,486341778.11,24189961.35,1926650.42,512458389.88,4993.07
PRJ0738,Commercial - Office Building,Bengaluru,Karnataka,74957.0,8,2025-04-27,15.0,412573809.45,17806352.57,8613718.81,438993880.83,5856.61
PRJ0739,Commercial - Hotel,Lucknow,Uttar Pradesh,228989.0,4,2022-10-12,8.0,662410524.16,30687700.6,19375095.86,712473320.62,3111.39
PRJ0740,Residential - Apartment Complex,Delhi,Delhi,92745.0,8,2025-12-18,3.0,312871150.05,11586980.86,5276335.04,329734465.95,3555.28
PRJ0741,Industrial - Heavy Manufacturing,Pune,Maharashtra,215016.0,5,2021-03-15,4.0,620321799.92,34342144.65,10849578.59,665513523.16,3095.18
PRJ0742,Residential - Apartment Complex,Pune,Maharashtra,100011.0,9,2023-04-26,10.0,426036028.94,18218639.87,11414554.89,455669223.7,4556.19
PRJ0743,Residential - Apartment Complex,Surat,Gujarat,33857.0,2,2023-11-25,10.0,127266571.26,6276256.3,1883048.78,135425876.34,3999.94
PRJ0744,Commercial - Hospital,Hyderabad,Telangana,171425.0,6,2021-12-15,21.0,365030922.77,31296514.74,1483269.36,397810706.87,2320.61
PRJ0745,Residential - Independent House,Jaipur,Rajasthan,2318.0,1,2022-01-10,15.0,9108108.25,1832462.05,187215.86,11127786.16,4800.6
PRJ0746,Industrial - Heavy Manufacturing,Coimbatore,Tamil Nadu,80451.0,1,2021-07-18,3.0,507272485.17,12661523.01,3509151.8,523443159.98,6506.36
PRJ0747,Industrial - Light Manufacturing,Hyderabad,Telangana,53518.0,1,2025-02-18,5.0,346083804.01,7851545.06,7349517.59,361284866.66,6750.72
PRJ0748,Residential - Independent House,Pune,Maharashtra,3086.0,1,2024-01-05,9.0,19549888.73,1960145.54,66210.13,21576244.4,6991.65
PRJ0749,Industrial - Heavy Manufacturing,Nagpur,Maharashtra,228338.0,1,2021-07-28,16.0,920103853.07,30567279.36,29814991.25,980486123.68,4294.01
PRJ0750,Industrial - Light Manufacturing,Delhi,Delhi,35319.0,5,2023-09-06,8.0,156733586.3,8445815.38,4261170.99,169440572.67,4797.43
PRJ0751,Residential - Apartment Complex,Surat,Gujarat,65212.0,9,2023-07-16,15.0,370264907.27,7036974.07,3406691.1,380708572.44,5838.01
PRJ0752,Residential - Apartment Complex,Surat,Gujarat,18480.0,6,2025-03-21,17.0,64077241.41,3507885.25,1253886.14,68839012.8,3725.05
PRJ0753,Commercial - Retail / Mall,Nagpur,Maharashtra,128070.0,2,2025-11-05,21.0,561348507.51,18406693.79,15133761.42,594888962.72,4645.03
PRJ0754,Commercial - Retail / Mall,Hyderabad,Telangana,379518.0,1,2022-07-04,11.0,2046784622.14,55723769.8,24703283.58,2127211675.52,5605.04
PRJ0755,Commercial - Retail / Mall,Jaipur,Rajasthan,109414.0,7,2025-09-30,21.0,563724253.89,20906556.76,9698930.33,594329740.98,5431.94
PRJ0756,Commercial - Retail / Mall,Jaipur,Rajasthan,363599.0,3,2024-03-08,21.0,2076134017.98,48189657.51,19085088.09,2143408763.58,5894.98
PRJ0757,Industrial - Light Manufacturing,Surat,Gujarat,130279.0,8,2024-12-25,10.0,532656702.71,19996524.87,8107722.81,560760950.39,4304.31
PRJ0758,Commercial - Hospital,Kolkata,West Bengal,149988.0,1,2022-10-12,11.0,409333083.96,22712990.06,7499484.04,439545558.06,2930.54
PRJ0759,Residential - Apartment Complex,Surat,Gujarat,99877.0,7,2024-12-17,11.0,570429410.3,9015824.18,9941398.79,589386633.27,5901.12
PRJ0760,Commercial - Retail / Mall,Indore,Madhya Pradesh,188078.0,1,2025-10-24,14.0,1039168353.81,20962924.81,6619014.6,1066750293.22,5671.85
PRJ0761,Commercial - Hotel,Delhi,Delhi,37385.0,3,2021-05-19,24.0,272033799.09,8151850.55,3675664.37,283861314.01,7592.92
PRJ0762,Residential - Apartment Complex,Nashik,Maharashtra,62262.0,1,2022-09-02,15.0,248592840.17,7077715.83,3959310.51,259629866.51,4169.96
PRJ0763,Industrial - Light Manufacturing,Delhi,Delhi,16176.0,11,2024-11-30,14.0,109004658.27,4273458.46,1307060.4,114585177.13,7083.65
PRJ0764,Residential - Apartment Complex,Coimbatore,Tamil Nadu,69751.0,6,2025-01-21,12.0,290116052.32,8819721.84,8452320.4,307388094.56,4406.93
PRJ0765,Commercial - Office Building,Surat,Gujarat,148773.0,1,2024-10-01,8.0,903340207.53,17949446.08,15574672.78,936864326.39,6297.27
PRJ0766,Commercial - Office Building,Pune,Maharashtra,96343.0,1,2021-12-10,14.0,200344243.4,9417290.86,6368118.26,216129652.52,2243.34
PRJ0767,Commercial - Retail / Mall,Lucknow,Uttar Pradesh,287921.0,5,2022-06-19,8.0,1362249185.33,21414538.18,13511311.25,1397175034.76,4852.63
PRJ0768,Industrial - Heavy Manufacturing,Hyderabad,Telangana,366514.0,2,2021-09-13,3.0,2307722000.1,34095597.83,39877606.71,2381695204.64,6498.24
PRJ0769,Commercial - Retail / Mall,Lucknow,Uttar Pradesh,59274.0,4,2023-05-07,8.0,303151408.89,7986430.85,674690.94,311812530.68,5260.53
PRJ0770,Commercial - Retail / Mall,Lucknow,Uttar Pradesh,227973.0,4,2025-03-18,22.0,1317474676.17,16463766.83,23668622.13,1357607065.13,5955.12
PRJ0771,Commercial - Retail / Mall,Ahmedabad,Gujarat,85810.0,11,2024-10-29,15.0,304705356.7,12797437.27,8420442.85,325923236.82,3798.2
PRJ0772,Commercial - Hotel,Kolkata,West Bengal,80999.0,8,2024-09-21,16.0,486596556.97,11184250.32,9408674.64,507189481.93,6261.68
PRJ0773,Residential - Independent House,Chennai,Tamil Nadu,3448.0,7,2021-12-30,20.0,15513227.6,1873366.96,408949.25,17795543.81,5161.12
PRJ0774,Industrial - Warehouse,Kolkata,West Bengal,32293.0,1,2022-07-12,11.0,123313438.96,4195906.84,479743.19,127989088.99,3963.37
PRJ0775,Industrial - Warehouse,Indore,Madhya Pradesh,125051.0,1,2023-07-06,12.0,529821008.38,20803479.54,5611159.45,556235647.37,4448.07
PRJ0776,Residential - Independent House,Mumbai,Maharashtra,3148.0,9,2021-07-02,15.0,12314870.63,1979258.27,536603.04,14830731.94,4711.16
PRJ0777,Industrial - Warehouse,Bengaluru,Karnataka,90090.0,5,2023-12-19,8.0,643249184.43,10099189.56,1625742.92,654974116.91,7270.22
PRJ0778,Residential - Apartment Complex,Jaipur,Rajasthan,104180.0,10,2021-10-18,13.0,573852914.02,17623919.27,6430871.15,597907704.44,5739.18
PRJ0779,Commercial - Retail / Mall,Coimbatore,Tamil Nadu,195702.0,8,2025-01-11,11.0,1059648508.16,18643208.7,13541719.04,1091833435.9,5579.06
PRJ0780,Commercial - Hospital,Kolkata,West Bengal,64249.0,4,2023-05-23,17.0,386550900.19,9755182.92,1437008.15,397743091.26,6190.65
PRJ0781,Industrial - Warehouse,Coimbatore,Tamil Nadu,169028.0,4,2022-02-21,6.0,668024181.53,31849884.13,10825043.99,710699109.65,4204.62
PRJ0782,Commercial - Retail / Mall,Mumbai,Maharashtra,386817.0,1,2021-11-21,20.0,2742822590.26,59142684.41,29154201.79,2831119476.46,7319.02
PRJ0783,Commercial - Hospital,Pune,Maharashtra,235908.0,1,2021-03-04,11.0,1810155530.66,49328969.24,5365817.04,1864850316.94,7904.99
PRJ0784,Industrial - Light Manufacturing,Pune,Maharashtra,120393.0,11,2023-05-28,8.0,677966352.79,10135772.81,13051291.97,701153417.57,5823.87
PRJ0785,Industrial - Light Manufacturing,Nashik,Maharashtra,144637.0,7,2023-07-30,3.0,757435491.33,19592942.8,14463908.4,791492342.53,5472.27
PRJ0786,Industrial - Heavy Manufacturing,Lucknow,Uttar Pradesh,334666.0,8,2021-07-31,3.0,1128924525.75,53328280.28,16349809.17,1198602615.2,3581.49
PRJ0787,Commercial - Retail / Mall,Bengaluru,Karnataka,496393.0,4,2022-01-16,16.0,3568134933.58,73610580.98,47922720.05,3689668234.61,7432.96
PRJ0788,Residential - Independent House,Nashik,Maharashtra,3008.0,5,2021-01-28,19.0,10402203.18,1382728.12,64641.43,11849572.73,3939.35
PRJ0789,Residential - Apartment Complex,Surat,Gujarat,44456.0,7,2024-12-14,10.0,177696725.67,4911135.77,4073664.18,186681525.62,4199.24
PRJ0790,Residential - Apartment Complex,Nagpur,Maharashtra,15047.0,1,2023-03-04,16.0,87645277.54,2696601.59,1601885.07,91943764.2,6110.44
PRJ0791,Commercial - Retail / Mall,Kolkata,West Bengal,460217.0,4,2021-12-07,23.0,1699491784.05,46437711.35,49088419.44,1795017914.84,3900.37
PRJ0792,Residential - Apartment Complex,Kolkata,West Bengal,105036.0,3,2025-05-30,16.0,555014396.94,19093470.03,4939992.23,579047859.2,5512.85
PRJ0793,Residential - Apartment Complex,Delhi,Delhi,66628.0,13,2023-11-22,3.0,249963133.27,16141997.23,4263654.99,270368785.49,4057.89
PRJ0794,Commercial - Hospital,Jaipur,Rajasthan,270556.0,5,2022-04-08,9.0,1528132193.1,31518430.35,25437464.36,1585088087.81,5858.63
PRJ0795,Commercial - Hotel,Delhi,Delhi,98856.0,1,2021-05-04,30.0,585799671.27,16733981.54,11248341.34,613781994.15,6208.85
PRJ0796,Industrial - Warehouse,Lucknow,Uttar Pradesh,235438.0,1,2022-07-28,22.0,1314747076.52,32180305.77,23533931.19,1370461313.48,5820.9
PRJ0797,Industrial - Warehouse,Pune,Maharashtra,190125.0,14,2021-11-13,19.0,1258055979.21,23589214.35,17524625.78,1299169819.34,6833.24
PRJ0798,Commercial - Retail / Mall,Hyderabad,Telangana,154206.0,6,2023-10-11,21.0,816827339.23,26582391.93,8639296.24,852049027.4,5525.39
PRJ0799,Commercial - Retail / Mall,Nashik,Maharashtra,227581.0,5,2022-09-28,3.0,812328626.37,29261863.74,15508080.29,857098570.4,3766.13
PRJ0800,Commercial - Office Building,Pune,Maharashtra,186827.0,5,2022-01-04,10.0,1095410786.01,32065039.4,24307005.18,1151782830.59,6164.97
