item_id,project_id,category,sub_category,item_name,unit,quantity,rate_per_unit_inr,amount_inr
ITM000256,PRJ0009,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,122247.93,37.61,4597744.65
ITM000257,PRJ0009,Electrical,Lighting,LED panel light 18W,nos,926.0,713.14,660367.64
ITM000258,PRJ0009,Electrical,DG Set,Diesel generator set (backup),nos,1.0,591087.56,591087.56
ITM000259,PRJ0009,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,53491.58,58.52,3130327.26
ITM000260,PRJ0009,Electrical,Earthing,Earthing pit with GI strip,nos,47.0,5663.31,266175.57
ITM000261,PRJ0009,Electrical,Switchgear,Main LT panel (custom),nos,1.0,119390.15,119390.15
ITM000262,PRJ0009,Electrical,Cable Trays,GI perforated cable tray,meter,6101.08,478.24,2917780.5
ITM000263,PRJ0009,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,1076.8,1369.53,1474709.9
ITM000264,PRJ0009,Electrical,Sockets and Switches,Modular switch/socket points,nos,1880.0,524.79,986605.2
ITM000265,PRJ0009,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,2177.76,935.15,2036532.26
ITM000266,PRJ0009,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,77078.51,67.38,5193550.0
ITM000267,PRJ0009,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,8.0,45839.46,366715.68
ITM000268,PRJ0009,Electrical,Lighting,Emergency exit light,nos,72.0,1142.25,82242.0
ITM000269,PRJ0009,Electrical,Switchgear,MCB distribution board (8-way),nos,172.0,2134.52,367137.44
ITM000270,PRJ0009,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,70.0,12774.16,894191.2
ITM000271,PRJ0009,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,31697.36,246.49,7813082.27
ITM000272,PRJ0009,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,109.0,6358.29,693053.61
ITM000273,PRJ0009,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,6.0,52151.97,312911.82
ITM000274,PRJ0010,Civil,Doors and Windows,Aluminium windows with glazing,sqm,4516.29,4453.94,20115284.68
ITM000275,PRJ0010,Civil,Plastering,External cement plaster 20mm,sqm,70953.64,260.81,18505418.85
ITM000276,PRJ0010,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,926.59,4564.69,4229596.11
ITM000277,PRJ0010,Civil,Reinforcement,TMT steel bars Fe 500,kg,347969.41,66.94,23293072.31
ITM000278,PRJ0010,Civil,Structural Steel,Structural steel fabrication & erection,kg,207428.67,91.1,18896751.84
ITM000279,PRJ0010,Civil,Concrete,RCC M25 for footings/columns,cum,2846.71,8955.09,25492544.25
ITM000280,PRJ0010,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,6647.41,301.11,2001601.63
ITM000281,PRJ0010,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,32986.35,625.38,20629003.56
ITM000282,PRJ0010,Civil,Doors and Windows,Flush doors with frame,nos,102.0,9025.87,920638.74
ITM000283,PRJ0010,Civil,Masonry,AAC block masonry (200mm),sqm,25915.4,539.6,13983949.84
ITM000284,PRJ0010,Civil,Earthwork,Excavation for foundation,cum,941.44,249.49,234879.87
ITM000285,PRJ0010,Civil,Painting,Exterior weatherproof paint,sqm,70252.97,132.0,9273392.04
ITM000286,PRJ0010,Civil,Earthwork,Backfilling with excavated earth,cum,896.5,135.16,121170.94
ITM000287,PRJ0010,Civil,Plastering,Internal cement plaster 12mm,sqm,161889.27,241.98,39173965.55
ITM000288,PRJ0010,Electrical,Switchgear,MCCB panel 200A,nos,7.0,26259.7,183817.9
ITM000289,PRJ0010,Electrical,Lighting,Emergency exit light,nos,34.0,1336.15,45429.1
ITM000290,PRJ0010,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,79555.92,34.47,2742292.56
ITM000291,PRJ0010,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,9.0,31134.04,280206.36
ITM000292,PRJ0010,Electrical,Lighting,LED street/flood light 50W,nos,81.0,2065.72,167323.32
ITM000293,PRJ0010,Electrical,Switchgear,MCB distribution board (8-way),nos,104.0,1917.61,199431.44
ITM000294,PRJ0010,Electrical,Lighting,LED panel light 18W,nos,468.0,498.98,233522.64
ITM000295,PRJ0010,Electrical,DG Set,Diesel generator set (backup),nos,1.0,485049.86,485049.86
ITM000296,PRJ0010,Electrical,Sockets and Switches,Modular switch/socket points,nos,997.0,419.05,417792.85
ITM000297,PRJ0010,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,1083.83,682.87,740114.99
ITM000298,PRJ0010,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,13394.31,223.06,2987734.79
ITM000299,PRJ0010,Plumbing,Pumps,Centrifugal water pump set,nos,2.0,28543.95,57087.9
ITM000300,PRJ0010,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,66.0,7901.55,521502.3
ITM000301,PRJ0010,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,4.0,83550.46,334201.84
ITM000302,PRJ0010,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,7945.61,268.02,2129582.39
ITM000303,PRJ0011,Civil,Flooring,Granite flooring,sqm,26268.36,3094.45,81286126.6
ITM000304,PRJ0011,Civil,Roofing,RCC roof slab with waterproofing,sqm,177042.02,1292.12,228759534.88
ITM000305,PRJ0011,Civil,Earthwork,Excavation for foundation,cum,3283.38,218.87,718633.38
ITM000306,PRJ0011,Civil,Concrete,RCC M25 for slabs/beams,cum,8343.72,8820.08,73592277.9
ITM000307,PRJ0011,Civil,Plastering,External cement plaster 20mm,sqm,164222.01,245.77,40360843.4
ITM000308,PRJ0011,Civil,Doors and Windows,Aluminium windows with glazing,sqm,11923.96,4331.31,51646367.19
ITM000309,PRJ0011,Civil,Reinforcement,TMT steel bars Fe 500,kg,519162.71,76.28,39601731.52
ITM000310,PRJ0011,Civil,Doors and Windows,Flush doors with frame,nos,178.0,10092.33,1796434.74
ITM000311,PRJ0011,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,12817.55,361.02,4627391.9
ITM000312,PRJ0011,Civil,Painting,Interior emulsion paint (2 coats),sqm,468880.25,114.6,53733676.65
ITM000313,PRJ0011,Civil,Masonry,AAC block masonry (200mm),sqm,63429.91,667.85,42361665.39
ITM000314,PRJ0011,Civil,Plastering,Internal cement plaster 12mm,sqm,341013.11,200.05,68219672.66
ITM000315,PRJ0011,Civil,Flooring,Vitrified tile flooring,sqm,170041.4,1195.36,203260687.9
ITM000316,PRJ0011,Electrical,Lighting,Emergency exit light,nos,99.0,968.0,95832.0
ITM000317,PRJ0011,Electrical,Lighting,LED street/flood light 50W,nos,200.0,2534.51,506902.0
ITM000318,PRJ0011,Electrical,DG Set,Diesel generator set (backup),nos,1.0,724890.17,724890.17
ITM000319,PRJ0011,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,14.0,38092.01,533288.14
ITM000320,PRJ0011,Electrical,Switchgear,MCCB panel 200A,nos,22.0,17838.88,392455.36
ITM000321,PRJ0011,Electrical,Earthing,Earthing pit with GI strip,nos,59.0,3411.06,201252.54
ITM000322,PRJ0011,Electrical,Switchgear,MCB distribution board (8-way),nos,186.0,2199.55,409116.3
ITM000323,PRJ0011,Electrical,Switchgear,Main LT panel (custom),nos,3.0,153471.46,460414.38
ITM000324,PRJ0011,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,3018.37,737.3,2225444.2
ITM000325,PRJ0011,Electrical,Cable Trays,GI perforated cable tray,meter,11930.3,420.7,5019077.21
ITM000326,PRJ0011,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,81323.67,62.87,5112819.13
ITM000327,PRJ0011,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,721982.14,721982.14
ITM000328,PRJ0011,Electrical,Lighting,LED panel light 18W,nos,2116.0,579.71,1226666.36
ITM000329,PRJ0011,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,171.0,3725.16,637002.36
ITM000330,PRJ0011,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,141.0,11569.04,1631234.64
ITM000331,PRJ0011,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,9.0,57709.78,519388.02
ITM000332,PRJ0011,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,29526.6,211.09,6232769.99
ITM000333,PRJ0011,Plumbing,Pumps,Centrifugal water pump set,nos,11.0,23864.04,262504.44
ITM000334,PRJ0012,Civil,Concrete,RCC M25 for footings/columns,cum,15896.46,8366.51,132997891.55
ITM000335,PRJ0012,Civil,Painting,Exterior weatherproof paint,sqm,358580.94,134.09,48082118.24
ITM000336,PRJ0012,Civil,Earthwork,Backfilling with excavated earth,cum,6458.86,174.61,1127781.54
ITM000337,PRJ0012,Civil,Plastering,Internal cement plaster 12mm,sqm,893277.31,204.1,182317898.97
ITM000338,PRJ0012,Civil,Doors and Windows,Aluminium windows with glazing,sqm,37461.08,4727.71,177105122.53
ITM000339,PRJ0012,Civil,Plastering,External cement plaster 20mm,sqm,404660.91,259.16,104871921.44
ITM000340,PRJ0012,Civil,Earthwork,Excavation for foundation,cum,6767.46,259.88,1758727.5
ITM000341,PRJ0012,Civil,Flooring,Vitrified tile flooring,sqm,358585.49,1133.46,406442309.5
ITM000342,PRJ0012,Civil,Painting,Interior emulsion paint (2 coats),sqm,977064.81,,
ITM000343,PRJ0012,Civil,Structural Steel,Structural steel fabrication & erection,kg,1180267.71,128.15,151251307.04
ITM000344,PRJ0012,Civil,Doors and Windows,Flush doors with frame,nos,351.0,11003.91,3862372.41
ITM000345,PRJ0012,Civil,Reinforcement,TMT steel bars Fe 500,kg,1793176.29,67.04,120214538.48
ITM000346,PRJ0012,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,31079.0,331.81,10312322.99
ITM000347,PRJ0012,Civil,Flooring,Granite flooring,sqm,100312.06,2671.08,267941537.22
ITM000348,PRJ0012,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,10057.52,691.19,6951657.25
ITM000349,PRJ0012,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,447082.69,38.21,17083029.58
ITM000350,PRJ0012,Electrical,Transformer,Distribution transformer (as per load calc),nos,3.0,672474.23,2017422.69
ITM000351,PRJ0012,Electrical,Switchgear,MCB distribution board (8-way),nos,537.0,2550.53,1369634.61
ITM000352,PRJ0012,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,5663.52,1414.26,8009689.8
ITM000353,PRJ0012,Electrical,Lighting,Emergency exit light,nos,261.0,1034.5,270004.5
ITM000354,PRJ0012,Electrical,Earthing,Earthing pit with GI strip,nos,170.0,4132.89,702591.3
ITM000355,PRJ0012,Electrical,Cable Trays,GI perforated cable tray,meter,23261.68,435.27,10125111.45
ITM000356,PRJ0012,Electrical,Lighting,LED street/flood light 50W,nos,282.0,2133.27,601582.14
ITM000357,PRJ0012,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,35.0,43899.08,1536467.8
ITM000358,PRJ0012,Electrical,Lighting,LED panel light 18W,nos,4278.0,518.58,2218485.24
ITM000359,PRJ0012,Electrical,Sockets and Switches,Modular switch/socket points,nos,5293.0,589.57,3120594.01
ITM000360,PRJ0012,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,51402.91,273.82,14075144.82
ITM000361,PRJ0012,Plumbing,Pumps,Centrifugal water pump set,nos,21.0,29198.2,613162.2
ITM000362,PRJ0012,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,64973.38,251.0,16308318.38
ITM000363,PRJ0012,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,439.0,6295.55,2763746.45
ITM000364,PRJ0012,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,22.0,56676.45,1246881.9
ITM000365,PRJ0012,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,406.0,6779.73,2752570.38
ITM000366,PRJ0013,Civil,Structural Steel,Structural steel fabrication & erection,kg,455398.96,126.42,57571536.52
ITM000367,PRJ0013,Civil,Flooring,Granite flooring,sqm,67644.57,3390.3,229335385.67
ITM000368,PRJ0013,Civil,Flooring,Vitrified tile flooring,sqm,254927.4,1350.26,344218271.12
ITM000369,PRJ0013,Civil,Plastering,External cement plaster 20mm,sqm,275278.5,247.34,68087384.19
ITM000370,PRJ0013,Civil,Roofing,RCC roof slab with waterproofing,sqm,266315.76,1449.64,386061978.33
ITM000371,PRJ0013,Civil,Earthwork,Excavation for foundation,cum,7811.58,268.43,2096862.42
ITM000372,PRJ0013,Civil,Concrete,RCC M25 for footings/columns,cum,6581.97,9692.1,63793111.44
ITM000373,PRJ0013,Civil,Masonry,AAC block masonry (200mm),sqm,93613.02,708.71,66344483.4
ITM000374,PRJ0013,Civil,Painting,Exterior weatherproof paint,sqm,281130.18,143.5,40342180.83
ITM000375,PRJ0013,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,32164.53,436.56,14041747.22
ITM000376,PRJ0013,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,122296.83,942.06,115210951.67
ITM000377,PRJ0013,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,3315.07,5007.11,16598920.15
ITM000378,PRJ0013,Civil,Doors and Windows,Flush doors with frame,nos,488.0,10864.07,5301666.16
ITM000379,PRJ0013,Civil,Doors and Windows,Aluminium windows with glazing,sqm,22997.79,4542.6,104469760.85
ITM000380,PRJ0013,Civil,Painting,Interior emulsion paint (2 coats),sqm,812926.4,108.58,88267548.51
ITM000381,PRJ0013,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,3628.75,1325.68,4810561.3
ITM000382,PRJ0013,Electrical,Lighting,LED street/flood light 50W,nos,371.0,2547.05,944955.55
ITM000383,PRJ0013,Electrical,Cable Trays,GI perforated cable tray,meter,19875.02,576.54,11458744.03
ITM000384,PRJ0013,Electrical,Transformer,Distribution transformer (as per load calc),nos,2.0,1022089.05,2044178.1
ITM000385,PRJ0013,Electrical,Lighting,Emergency exit light,nos,238.0,1353.52,322137.76
ITM000386,PRJ0013,Electrical,Switchgear,Main LT panel (custom),nos,5.0,146281.37,731406.85
ITM000387,PRJ0013,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,7414.3,851.14,6310607.3
ITM000388,PRJ0013,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,101027.12,52.98,5352416.82
ITM000389,PRJ0013,Electrical,Earthing,Earthing pit with GI strip,nos,92.0,5826.05,535996.6
ITM000390,PRJ0013,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,308.0,11002.94,3388905.52
ITM000391,PRJ0013,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,80299.18,251.84,20222545.49
ITM000392,PRJ0013,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,64002.2,322.4,20634309.28
ITM000393,PRJ0014,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,19374.42,481.51,9328976.97
ITM000394,PRJ0014,Civil,Doors and Windows,Aluminium windows with glazing,sqm,14759.53,5903.37,87130966.62
ITM000395,PRJ0014,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,106323.68,831.79,88438973.79
ITM000396,PRJ0014,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,3029.22,5162.21,15637469.78
ITM000397,PRJ0014,Civil,Roofing,RCC roof slab with waterproofing,sqm,238579.6,1709.71,407901927.92
ITM000398,PRJ0014,Civil,Structural Steel,Structural steel fabrication & erection,kg,522167.33,155.09,80982931.21
ITM000399,PRJ0014,Civil,Painting,Exterior weatherproof paint,sqm,185358.31,190.03,35223639.65
ITM000400,PRJ0014,Civil,Plastering,External cement plaster 20mm,sqm,214463.18,359.72,77146695.11
ITM000401,PRJ0014,Civil,Concrete,RCC M25 for footings/columns,cum,7430.59,9236.94,68635913.99
ITM000402,PRJ0014,Civil,Plastering,Internal cement plaster 12mm,sqm,565331.24,274.92,155420864.5
ITM000403,PRJ0014,Civil,Concrete,RCC M25 for slabs/beams,cum,8765.24,9621.62,84335808.49
ITM000404,PRJ0014,Civil,Masonry,AAC block masonry (200mm),sqm,95814.06,823.9,78941204.03
ITM000405,PRJ0014,Civil,Earthwork,Backfilling with excavated earth,cum,4709.45,146.05,687815.17
ITM000406,PRJ0014,Civil,Earthwork,Excavation for foundation,cum,4382.77,218.86,959213.04
ITM000407,PRJ0014,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,133100.03,63.55,8458506.91
ITM000408,PRJ0014,Electrical,Cable Trays,GI perforated cable tray,meter,11140.54,522.06,5816030.31
ITM000409,PRJ0014,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,1117269.7,1117269.7
ITM000410,PRJ0014,Electrical,Lighting,LED street/flood light 50W,nos,387.0,2826.28,1093770.36
ITM000411,PRJ0014,Electrical,Switchgear,Main LT panel (custom),nos,2.0,185392.83,370785.66
ITM000412,PRJ0014,Electrical,DG Set,Diesel generator set (backup),nos,1.0,822369.2,822369.2
ITM000413,PRJ0014,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,216291.68,40.33,8723043.45
ITM000414,PRJ0014,Electrical,Lighting,LED panel light 18W,nos,3042.0,611.09,1858935.78
ITM000415,PRJ0014,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,24.0,,
ITM000416,PRJ0014,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,7.0,100894.37,706260.59
ITM000417,PRJ0014,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,124.0,7413.15,919230.6
ITM000418,PRJ0014,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,28784.97,298.93,8604691.08
ITM000419,PRJ0014,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,269.0,7507.14,2019420.66
ITM000420,PRJ0014,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,32187.26,210.67,6780890.06
ITM000421,PRJ0014,Plumbing,Pumps,Centrifugal water pump set,nos,14.0,21219.73,297076.22
ITM000422,PRJ0015,Civil,Earthwork,Backfilling with excavated earth,cum,780.47,146.79,114565.19
ITM000423,PRJ0015,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,794.47,4123.65,3276116.22
ITM000424,PRJ0015,Civil,Plastering,External cement plaster 20mm,sqm,54531.45,234.61,12793623.48
ITM000425,PRJ0015,Civil,Painting,Interior emulsion paint (2 coats),sqm,142186.17,121.51,17277041.52
ITM000426,PRJ0015,Civil,Structural Steel,Structural steel fabrication & erection,kg,128951.99,100.57,12968701.63
ITM000427,PRJ0015,Civil,Painting,Exterior weatherproof paint,sqm,54584.48,121.88,6652756.42
ITM000428,PRJ0015,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,4739.5,369.34,1750486.93
ITM000429,PRJ0015,Civil,Masonry,AAC block masonry (200mm),sqm,23826.59,586.23,13967861.86
ITM000430,PRJ0015,Civil,Earthwork,Excavation for foundation,cum,906.53,185.47,168134.12
ITM000431,PRJ0015,Civil,Plastering,Internal cement plaster 12mm,sqm,109879.96,167.4,18393905.3
ITM000432,PRJ0015,Civil,Concrete,RCC M25 for slabs/beams,cum,1819.47,9085.03,16529939.53
ITM000433,PRJ0015,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,23302.42,637.15,14847136.9
ITM000434,PRJ0015,Civil,Concrete,RCC M25 for footings/columns,cum,1455.46,7325.91,10662568.97
ITM000435,PRJ0015,Civil,Doors and Windows,Flush doors with frame,nos,71.0,9020.99,640490.29
ITM000436,PRJ0015,Civil,Flooring,Granite flooring,sqm,8446.13,1911.64,16145959.95
ITM000437,PRJ0015,Civil,Doors and Windows,Aluminium windows with glazing,sqm,4360.99,4445.26,19385734.41
ITM000438,PRJ0015,Civil,Reinforcement,TMT steel bars Fe 500,kg,239676.15,66.44,15924083.41
ITM000439,PRJ0015,Civil,Roofing,RCC roof slab with waterproofing,sqm,60378.34,1390.68,83966949.87
ITM000440,PRJ0015,Electrical,Cable Trays,GI perforated cable tray,meter,3578.14,359.03,1284659.6
ITM000441,PRJ0015,Electrical,Sockets and Switches,Modular switch/socket points,nos,1182.0,421.44,498142.08
ITM000442,PRJ0015,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,842.54,998.83,841554.23
ITM000443,PRJ0015,Electrical,Switchgear,MCB distribution board (8-way),nos,58.0,2646.91,153520.78
ITM000444,PRJ0015,Electrical,Earthing,Earthing pit with GI strip,nos,14.0,4393.17,61504.38
ITM000445,PRJ0015,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,47420.44,44.69,2119219.46
ITM000446,PRJ0015,Electrical,Switchgear,Main LT panel (custom),nos,1.0,158667.19,158667.19
ITM000447,PRJ0015,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,68889.75,35.42,2440074.95
ITM000448,PRJ0015,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,460160.86,460160.86
ITM000449,PRJ0015,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,24860.62,46.29,1150798.1
ITM000450,PRJ0015,Electrical,Lighting,Emergency exit light,nos,32.0,875.6,28019.2
ITM000451,PRJ0015,Electrical,Lighting,LED street/flood light 50W,nos,81.0,2323.83,188230.23
ITM000452,PRJ0015,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,15837.3,181.38,2872569.47
ITM000453,PRJ0015,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,2.0,46162.46,92324.92
ITM000454,PRJ0015,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,74.0,5280.99,390793.26
ITM000455,PRJ0015,Plumbing,Pumps,Centrifugal water pump set,nos,2.0,29924.85,59849.7
ITM000456,PRJ0015,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,6300.88,253.64,1598155.2
ITM000457,PRJ0016,Civil,Plastering,External cement plaster 20mm,sqm,106031.07,240.78,25530161.03
ITM000458,PRJ0016,Civil,Flooring,Granite flooring,sqm,13280.17,2625.01,34860579.05
ITM000459,PRJ0016,Civil,Concrete,RCC M25 for slabs/beams,cum,2651.91,9076.09,24068973.83
ITM000460,PRJ0016,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,8928.21,379.15,3385130.82
ITM000461,PRJ0016,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,1069.28,4505.06,4817170.56
ITM000462,PRJ0016,Civil,Reinforcement,TMT steel bars Fe 500,kg,476753.36,63.19,30126044.82
ITM000463,PRJ0016,Civil,Earthwork,Excavation for foundation,cum,1877.96,184.52,346521.18
ITM000464,PRJ0016,Civil,Doors and Windows,Aluminium windows with glazing,sqm,5067.84,4615.9,23392642.66
ITM000465,PRJ0016,Civil,Concrete,RCC M25 for footings/columns,cum,2224.11,8025.71,17850061.87
ITM000466,PRJ0016,Civil,Painting,Exterior weatherproof paint,sqm,71948.22,153.69,11057721.93
ITM000467,PRJ0016,Civil,Roofing,RCC roof slab with waterproofing,sqm,81791.21,1564.28,127944353.98
